این گوشیو یک هفته هست که خریدم و خیلی راضی ام.,HAPPY
یادآوری نکات میدانی : مطالعه میکنین که؟؟ #مهسا_امینی #اعتصابات_سراسری ,OTHER
با کلی ایده اومدم توییت بزنم ولی متاسفانه پروسه ی وصل شدن وی پی انم اون رو از یادم برد,SAD
بعد حدود سه ماه استفاده واقعا میتونم بگم عالیه,HAPPY
 گاز رو متاسفانه به اون هموطن حاشیه نشین و استانهای مرزی هم نمیدن. میفرستن واسه اون دوستان مفتخور,SAD
 حکایت خوردن زمین و تا خونه سینه خیر رفتنه‌.,OTHER
بوی غیر قابل تحمل داری و اصلا موبری نداره,ANGRY
ترکیبی با آینه معمولی نصب کنید قشنگ میشه,HAPPY
و بلخره این ویروس منحوس توی بدن من هم گرفتار شد… لعنت به مریضی حقیقتاً,ANGRY
سال ۲۰۲۲ میلادی امیدوارم پیام آور خوبی ها به زندگی باشه,HAPPY
سطح دغدغه رو ببین‌ تروخدا? خوشبحالتون ,ANGRY
دوست دارید کدام را اول بشنوید؟ چرا؟,OTHER
همه چیز تمومه 4 ماهه که دارمش ازش خیلی راضیم,HAPPY
من این مدل رو دارم برا مصرف خونگی خوبه و راضیم,HAPPY
این بار که میای ، بارونو بیار .. ?‍♂️ #اعتصابات_سراسری #مهسا_امینی,SAD
خیلی دلم میخواد دی اکتیویت کنم ولی این همه دوست که اینجا دارم رو از دست میدم??,ANGRY
ای عشق دل افروز دل من به تو گرم است #شب_زیارتی ,SAD
بورس را تحریم کنید. #قیام_تا_سرنگونی,OTHER
یک ملت یک پرچم ❤️??#استراسبورگ_16_ژانویه #مهسا_امینی #مجیدرضا_رهنورد ,HAPPY
من هنوز واسم نیومده ولی فکر می کنم عالیه,HAPPY
برا دم دستی خیلی خوبه. قشنگ هم هستن,HAPPY
پیری آن نیست که بر سر بزند موی سپید هر جوانی که به دل عشق ندارد پیر است #احوالات,OTHER
آخه چه بگویم که چگونه یل ما را کشتند.... چه بگویم...,SAD
سری بعدی پیغام میفرستند روی گوشی ها که لوله خونتون ترکیده الان سیل میاد، بریزید بیروووون,FEAR
خوبه تنهاماکت بولدوزر قیمت مناسبیه که دیدم,HAPPY
تویی که نمیتونی فرم لاتاریتو خودت پر کنی میخوای بری آمریکا چیکار؟!,OTHER
از بین رفت و هر کار کردم متونستم برش گردونم,ANGRY
برای بریدن دست مافیا، کنکور را حذف و صندلی های دانشگاه را در #بورس عرضه کنید! #طنز,OTHER
نسبت به قیمت و ادکلن های مختلفی که گرفتم بهتر است,HAPPY
خیلی شیک و راحته حتما پیشنهاد میکنم,HAPPY
وزارت داخله حکومت طالبان از بازداشت هفت تن به اتهام قتل یک افسر زن در کابل خبر می‌دهد. ,FEAR
از سبزپوشان جبهه ایثار ومقاومت،خدمتگزاران مردم کشورم در سیل ،زلزله، ...متشکریم #ThanksIRGC,HAPPY
راضیم ازش و خیلی راحت میشه ازش استفاده کرد,HAPPY
 انقد که درگیر کار واسه آیندمم که نمیتونم مسئولیت قبول کنم چون میترسم از خودم عقب بیفتم.,FEAR
بسیار عالی بود حتما پیشنهاد میکنم,HAPPY
 نوعی ویروس ناشناخته که مشابه درد بی درمان است.,OTHER
من که تا حالا هیچ عیبی از این محصول ندیده ام.,HAPPY
در عبور بستر تاریخ، سیل انقلاب پشت کوه فتنه جا می‌ماند اگر زینب نبود #Zeynab,OTHER
اینها عاشق میلیون و میلیاردن. حالا هر چی میخواد باشه.,ANGRY
هشتگ #RezaPahlavi ترند شد #مهسا_امینی #جاویدشاه,OTHER
با ضرر از بورس خارج شدم عواقب احتمالیش اصلا برام مهم نیست #اعتصابات_سراسری ,ANGRY
بیدمجنون دل ما کاسه خون دل ما.... #مهسا_امینی همه جون هایی که هشتگ شدن و نشدن?,SAD
ای پرودگار من جز تو چه کسی را دارم که از او رفع گرفتاری وتوجه در کارم را درخواست کنم؟! #فوری #گاز ,SAD
"کاملا بی استفاده 
اندازه ی خیلی کوچک",ANGRY
اگه می‌شد اشک شوق ایرانیای وطن پرست رو بعد از برد ایران یجا جمع کرد کل براندازارو سیل می‌برد,SAD
"در کل عالیه و ارزش خرید داره .
شیراز .",HAPPY
جز ۱۰ نفر هیشکیو تو تایم لاین نمیشناسم چه سمی شده ?,ANGRY
شعله رو کم کن، لباس رو زیاد کن تا به همه‌جا گاز برسه هموطن.,FEAR
پرینتری هست که از خریدش راضی میشید,HAPPY
چقدر قشنگ?? من عاشق رئالم ولی نبودشون خیلی حس میشه:(? چون این عکس رو دوس دارم باید اینجا بمونه?? ,OTHER
محبوب ترین ماشین حساب در بین متصدیان امور مالی,HAPPY
اخلاص ویژگی منحصر به فرد حاج قاسم بود که اورا عزیزخدا رفیق رهبر و عزیز ملت کرد #عزیز_ملت #جانفدا ,OTHER
 یکپارچگی کشور شوخی بردار نیست. تعارفی هم با کسی نداریم. حتی با شما «دوست عزیز» ✌️,ANGRY
سیل، اونم عربستان ؟! چه خبره تو دنیا ؟! ,FEAR
کاملا میفهمم چرا گاهی توییت میکنید شوهر میخوام، منم واقعا شوهر میخوام در این لحظه.,OTHER
 من خَسی بی سر و پایم که به سیل افتادم او که میرفت مرا هم‌ به دل دریا برد,SAD
میشه لطفا بابت اینکه دلار شده ۳۹ تومن خوشحال نباشیم؟?احساس تباهی بهم دست میده,SAD
دوست دخترمو میارم میکنمش همینو میخواستی بشنوی امیر؟,OTHER
خیلی خوشگله . مخصوصا رنگ آبی . شیک,HAPPY
داغی که دولت شما در بورس بر دل مردم گذاشت هرگز فراموش نخواهد شد. ,ANGRY
بعد از 3جلسه استفاده تاثیرش رو دیدم، عالی بود,HAPPY
خدا مسببین آبان ۹۸ رو لعنت کنه؛ لعنتی ابدی.,ANGRY
خیلی ظریفتر و کوچکتر از اون چیزیه که فکر میکنید,ANGRY
قهرمان بودن یعنی فراخواندن امید، آنهم در جایی که ذره‌ای #امید وجود ندارد. #مارك_منسن #مهسا_امینی,SAD
بعد از 10 دقیقه بارگزی کردن پاره شد,ANGRY
این‌تعطیلی ها به بهونه کمبوده گاز ، به نظرم آرامش قبل از یک کولاک هست ?,FEAR
برگر همه لذتش به گاز آخرشه، آشغال نباشید و آخرش رو نخوایید,ANGRY
بسیار عالی و قیمت نسبت به کیفیت، منصفانه است.,HAPPY
اومده می‌گه نیلوفر تو که این‌قدر دوست و رفیق داری ببین یه اجاق گاز واسه خونه من پیدا می‌کنی؟,OTHER
من مانده‌ام تنهای تنها من مانده‌ام تنها میان سیل غم‌ها,SAD
جمهوری اسلامی مارو نکشه، بلایای طبیعی و زلزله آخرش مارو میکشه,ANGRY
صبر مرا خواب برد،عقل مرا آب برد کار مرا یاری برد،تا چه شود یار من #مولانا,OTHER
حضرت امیرالمؤمنین علیه‌السلام فرمودند: هيچ تنهايى ترسناك‌تر از خود پسندی نيست ,OTHER
تو این رنج قیمت فقط میتونم بگم عالیه,HAPPY
یونیسکو روز جهانی آموزش ۲۰۲۳ را به زنان و دختران افغانستان اختصاص داد #طلوع‌نیوز ,OTHER
دستگاه خوب و کاربردی، قدرت مناسب، پاکسازی صورت.,HAPPY
"تنگ بسیار خوبیه
طراحی زیبا و جالبی هم داره",HAPPY
الان به یکی بگی: گاز کدوم چاهی؟ کلی بهش اعتبار دادی!,OTHER
- شَب دقیقا اَز جایی شروع میشِه کِح یادت میوفتِه چقَدر درد تو زِندگیت داری :)),SAD
به نظرم عاشق زندگی بودن کلید جوانی ابدی است “دوگ هاتچیسون” #StopHazara‌Genocide,OTHER
من اون موقع که زیر صد بود گرفتم و واقعا راضیم,HAPPY
از #مهدی_قدیمی هم خبری نیست #مهسا_امینی,OTHER
هانیه خانم اون موقع که جو گرفتت ۴۵ دقیقه دوچرخه سواری کردی حالا هم مجبوری درد چهارسر رو تحمل کنی ?,OTHER
وسیله ای بی کیفیت و به درد نخور,ANGRY
دفنشم میکنیم #مهسا_امینی #IRGCterorrists ,ANGRY
دیگه سرویس VPN مونده که توی ایران کار بده؟ تقریبا دسترسی به فک و فامیل قطع شده,OTHER
هیچکس ک روز تولدمو یادش نیست خودم میرم یدونه ازین تیتاپا میخرم روش ی کبریت میذارم و فوتش میکنم?‍♂️,SAD
تو اين دنيا يه چيزايي هست كه نبايد تحمل كرد..,ANGRY
"پیشنهاد میکنم این محصولو
هم زیباس هم جادار و محکم",HAPPY
من این لوسترو خریداری کردم و بسیار ازش راضیم,HAPPY
مازندارن زلزله بیاد، آتشفشان دماوند فعال میشه؟?,OTHER
با یکبار استقاده تاثیرشو می‌بینید,HAPPY
قسمت عشق ورزیدن من خراب شده فکر کنم,SAD
 آخی شما ۳ درصدی ها نماینده ندارین توش؟!,OTHER
تا وقتی میشه از خوردن پیتزا تو ماشین لذت برد و به تعالی رسید، با من از لذات معنوی حرف نزن.,HAPPY
من تازه خریدم ولی ازش کاملا راضی هستم,HAPPY
عالیه ، هم قیمتش هم طراحی و زیباییش,HAPPY
عالیییی بود نسبت به قیمتش حرف نداشت,HAPPY
یه اتاق فرار رفته بودیم بیناموسا انگار واقعا جن استخدام کرده بودن :)),FEAR
از لحاظ ظاهر ونسبت به قیمت بسیار زیبا و وباکیفیته,HAPPY
خیلی بی‌دلیل. برای دفاع یا تقبیح هم نمیگم ولی بابا و داداش من اصلا واکسن کووید نزدن.,OTHER
دوماهه ازش استفاده می کنم راضیم ازش.,HAPPY
 عزیزم???? #فراخوان_۲۹_و_۳۰_دی #مهسا_امینی,SAD
تعطیلی سفارتخانه ها و بعد اعلام منطقه پرواز ممنوع از رگ گردن به ج.ا نزدیکتر است. #مهسا_امینی,OTHER
من مطمئنم کیر هممون بزودی میره تو دهن آخوندا و عرزشیا.. #مهسا_امینی #کیرم_تو_بیت_رهبری,ANGRY
دیگر انرژی لازم برای دوستی های بی معنی، تعاملات اجباری و مکالمه های غیر ضروری ندارم.,ANGRY
زیبایی طراحی این کیف بیش از انتظارم عالی بود.,HAPPY
چتونه انقد متولد میشید از بس جشن تولد دیدم شکل کیک تولد شدم جمع کنید بساط فسق و فجور رِ,ANGRY
کوچکتر از کلید بود و محل دگمه ها متناسب نبود.,ANGRY
خوب بود راضیم ازش استفاده کنید حالشو ببرید,HAPPY
در کل با توجه به قیمتخرید قابل قبولیه,HAPPY
"من اینو به دست کلیدم بستم و خیلی خوبه
سرعتشم خوبه",HAPPY
حرم لازمم و خاک بر سرم که از هواپیما میترسم ?☹️?,ANGRY
عاالیه من 3تا خریدم الانم امدم بخرم دیدم گرون شده,ANGRY
با این سیل خروشان جمعیت، باید برم بلیط ونزوئلا بگیرم اینجا دیگه جای موندن نیست? ,SAD
شلیک طالبان در ایست بازرسی در خوست جان یک‌ تن را گرفت و دو‌ تن را زخمی کرد ,ANGRY
 تکلیف خودتو روشن کن اگه دوست داری ج‌ا بمونه رک و راست بیا بگو ,ANGRY
وقتی انتخاب میکنی ازم دور شی پس چرا گورتو کامل گم نمیکنی عزیزم؟ تکلیفت با خودت مشخص نیست و این بده,ANGRY
مثل قضیه گاز ? خدا رحم کنه لعنت به این زندگی چرا من اروپایی ساکن ایرانم,ANGRY
نقدی نداره که بگم... بازم قصد خریدشو دارم,HAPPY
عمیقا‌ دوستِ پسری میخام ک باهم غیبت کنیم,OTHER
اگه كسي كه لازم داشت ازين توييت برداره,OTHER
تعطیلی پمپ گازها در پی کمبود گاز در کاشان ,OTHER
راضیم، محصول خوبیه، قیمتشم بسیار مناسبه,HAPPY
 تو یکی از کنسرتها ابی میگه اون عقبیا حال میکنن؟,OTHER
به جز ایران جایی رو سراق دارید که خودرو رو در بورس بفروشن ؟؟؟ #خودرو #بورس,ANGRY
اگر سپـ،ـــاهی تویی به عشق تو من هم یک سپـ،ـــاهی ام❤️ #جانفدا ,HAPPY
خوبه ولی کیفیت در اون خوب نیست و نشتی میده,ANGRY
حانی که عاقبت بخیر شده بود! سبحانم که عاقبت بخیر شد! فقط منم که همچنان محبوبی ندارم و تنهام!!!,SAD
اگه تو زندگیتون یه رفیق مثل پارسا دارید بله شما خیلی خوشبختید :),HAPPY
اکانت های سایبری رفتن تو لونشون در نمیان :)))) #IranRevolution,HAPPY
بالاشهری‌ها #گاز تهران را می‌بلعند ,ANGRY
عالی از هرنظر حتما پیشنهاد میشه,HAPPY
مثلِ دیوارِ ترک خورده پس از زلزله ها گاه دل ها ز سخن های کسی می شکند!,SAD
میگن گاز ندارن راست میگن، اینی ک دارن اشکو درمیاره,ANGRY
کیفیتش خوبه شیک و خاص هم هست حتما پیشنهاد میکنم,HAPPY
من گوشی خریدم  خیل عالی ارزش قیمتشو داشت,HAPPY
 یکی نیست به این دوست عزیزمون بگه اصالت همه‌ی ما برمیگرده به دهات و روستا??,OTHER
با توجه به قیمتش کیفیت قابل قبولی داشت,HAPPY
"براق وزیباس , فضای فانتزی و شیکه",HAPPY
من از اینجا نخریدم. ولی زود شکست از محل شارژ.,ANGRY
من برای خانمم که گرفتم راضی بود,HAPPY
واقعا عجیبن پاکستانیا گاز رو تو مشما میریزن جای کپسول?? ,HAPPY
از وسط میدون جنگ سال نو رو بهتون تبریک میگم??? امیدوارم تنتون سلامت و دلتون شاد باشه?,HAPPY
خیلی خوبه موندگاریشم خوبه یکدست میشینه رو صورت,HAPPY
 مستندات خلاف اینو نشون میده،اونایی که واکسن زدن بیشتر فوت شدن تا واکسن نزده هاااا,FEAR
زمان بسیار دیر می‌گذرد. زمان مرگ من رد شده‌است. حال در برزخ پس از مرگم.,SAD
 همون سیل جمعیتی که چنبار تهرانو فتح کردن منظورته دیگه,OTHER
من خس بى سر و پايم كه به سيل افتادم او كه ميرفت ، مراهم به دل دريا برد ? ,SAD
یکی اینجا هست که خیلی دوست دارم باهاش همصحبت بشم اما نمیدونم چطوری #سرگیجه,SAD
"بهترین لوسیون برای بعد از استحمام
خوش بو و شیک",HAPPY
 سلام دوست عزیز من فکر میکنم منظورشان این نوع وکالت نیست,OTHER
من این گوشی رو یک هفته س  خریده م خیلی ازش راضیم,HAPPY
من اصلا راضی نبودم  موهام اصلا رنگ نگرفت,ANGRY
"بسیار با کیفیت و زیبا 
دوام رنگ ثابت",HAPPY
یکی از رفقا بعد از نود و اندی از کسی خوشش اومده و من خوشحال ترینم?,HAPPY
به نسبت قیمتش خوبه کوچیکه و مناسب روی تخت,HAPPY
اگه میخواین کسی رو از دست بدین اونو زیاد دوست داشته باشین کافیه مگه نه؟,SAD
راحته ولی کیفیت  و زیبایی نداره,SAD
تاگلس‌باز‌کردم‌دیدم‌گلس‌شکسته‌بود‌,ANGRY
در پیشنهاد شگفت انگیز بسیار پر ارزش,HAPPY
"خیلی کوچولو ست
اما برا سوراخ ثانوی گوس مناسبه",HAPPY
کشتار و قتل عام مسلمانان توسط یهودیان مخفی در افغانستان ,OTHER
الان تو این زمستون سخت گاز نداریم فقط بوس:),SAD
اميدوارم امسال برا هممون تايم خوشحالي و شاد بودن باشه نه فقط قوي بودن قوي بودن ديگه بسه! #happy2023,HAPPY
متأسفم که کسی که دوستَش داشتی، باعث شد فکر کنی دوست داشتنَت سخت است.,SAD
من تقریبا 1 ماهه خریدم و راضی ام,HAPPY
هورمون خان با این قدش جام جهانی میبره اونوقت ما اومدیم تو صحرا فوتبال بازی میکنیم. ,ANGRY
بهترین پهباد از نظر قیمت و جنس و موتور عالی هست,HAPPY
 + چه‌وقت بود که دانستی تو را دوست دارم؟ - یاد ندارم. تو همواره مرا دوست داشتی. ,OTHER
بالاخره امروز حوصله کردم فوتبال ببینم,HAPPY
کار نمیکرد مرجوع کردم هنو خبری نیس ازش,ANGRY
ما نیاز به پیروزی داریم، هر چند کوچک. #مهسا_امینی,OTHER
 حقیقتا منم میترسم بمیرم باز مردم‌عادی سازی کنن #IRGCterrorists,FEAR
دیروز رسیده به دستم هم کیفیتش خوبه هم شارژدهیش,HAPPY
 مصداق بارز اینکه جز کوهستان دوستی نداریم ?,SAD
 منبع گاز دارن توانایی مدیریت و استخراج و غیره رو ندارن. اونیم که دارن مفت می‌دن به این و اون,ANGRY
"سلام
من گرفتم و باهاش کار کردم عالیه",HAPPY
کاش از بی‌حوصلگی من گاز تولید کنن حداقل به درد بخوره,SAD
عالی نصبت به قیمتش خوبه من راضیم.,HAPPY
بعضی وقتا چقد خوب نیست همه چی :(,SAD
امروز من یک بار دیگه مردم وقتی دخترم گفت مامان خیلی وقته پلو درست نکردی ?? #مهسا_امینی,SAD
خیلی دوست دارم بدونم چقدر پول قراره راضیمون کنه؟,OTHER
دلم به حال خودم می‌سوزه ولی کار‌ی از دستم بر نمیاد,SAD
 حزب فقط حزب پیتر رهبر فقط بابک پیتر,OTHER
راضی هستم ومخصوصا سیم جمع کن نوآوری خیلی خوبیه,HAPPY
از صفحه نمایش کوچکتر می باشد و زود کثیف می شود,ANGRY
تعداد قربانیان ناشی از سردی هوا در افغانستان، به ۷۸ کشته و یک زخمی افزایش یافته است,SAD
غباری که از غمِ تنهايی نشسته روی قلبم بارون چیه سیل نمی تونه بشوره #دانشگاه_شریف #MahsaAmini,SAD
آغاز سال ۲۰۲۳ میلادی همین الان در کوهستان جاتون خالی #سال_نو #۲۰۲۳ ,HAPPY
از خانه تا خیابان، برای سرنگونی طالبان,ANGRY
و من چقدر.. نفس کشیدن، در اطرافِ تو را دوست دارم? ,HAPPY
سال نو مبارک خوشگلا #HappyNewYear2023 ?,HAPPY
اقدامات آمریکا برای ممانعت از ورود دلار از عراق به ایران ,OTHER
در دلم تمنای کوهسار پنجشیر است آرزوی من سیلِ لاله زار پنجشیر است. Panjshir❤ ,OTHER
می‌ خواهم بگویم دوستت دارم اگر چه انسان فراموش می ‌کند.,SAD
وقتی به دوستم میگم چه موقعیتیو از دست دادم :)))))))))) ,SAD
سلامتی همه خوبای توئیتر? سال نو ملادی همتون مبارک.,HAPPY
وقتی زنگ میزنه میگه هرچی گفتم بگو چشم زلزله ۸ ریشتری میفته به جونم,FEAR
متاسفانه پسرای فول اپشن هم دخترای خوبو فقط برای درد و دل دوست دارن…,SAD
سلام صبح تعطیل یکشنبه بخیر صبح آخرین یکشنبه دی بخیر #مهسا_امینی #lRGCterrorists,OTHER
گزارش هموطنی از شعار نویسی جوانان قیام در خیابانهای تهران #مهسا_امینی ,HAPPY
#TanksIRGC برای روزهای سیل و زلزله و ... که بدون چشم داشت به دل خطر میزنین?,HAPPY
پس فردا رفتید تو بورس و تلکه تون کردن بدونید کیا آتیش بیار معرکه شدن,ANGRY
حرف صریح قرآن کتاب پیامبر رحمت که برای زن کرامات انسانی و ارزش والا آورد! #مهسا_امینی ,OTHER
زلزله محکمی تو خوی اومده. به خیر رفع بشه.,FEAR
Frohes neues Jahr ??? سال نو مبارك اميدوارم سالى بدون فقر و جنگ و بيمارى براى همه مردم دنيا باشه? ,HAPPY
_پول خوشبختی میاره؟ + قطعا _ اما عشق خوشبخت ترینت میکنه...,HAPPY
 رئیس جمهور توالت خونه‌اش هم نیست چه برسه ایران.,OTHER
خداروشکر زلزله نیامد وگرنه حسین رونقی با اون پاهای شکست اش چطوری میخواست فرار کنه,FEAR
هموطن احمق گاز هست ولی کمه متوجه ای یا خودتو میزنی به خری؟,ANGRY
چند مدت هست دارم استفاده می کنم بسیار عالی هست.,HAPPY
من اینجا توئیت میزنم تو اونجا میمیری... #علی_کریمی #ایران #ایران_قوی #حمایت_انقلابی #مهسا_امینی ,SAD
سلام.صداش و کیفیت و ارگونومی خوبی داره.ممنون دیجی,HAPPY
گفتم میترسی عاشق بشی؟ گفت میترسم که فقط من باشم که عاشق میشم و من واقعا فهمیدمش,FEAR
به هیچ وجه پیشنهاد نمیکنم و بسیار بی کیفیت است.,ANGRY
حاج قاسم خود را سرباز ولایت و رهبر معظم انقلاب می‌دانست. #جانفدا #خادم_الزهرا,OTHER
به ریش نیست، به ریشه‌ست! می‌دونی از چی حرف میزنم؟ اصالت!,ANGRY
۲۰۲۲ فقد ی چیز بهم میگه اونم ۲۲ سالگیه.. غمگینم,SAD
 وای به خدا من میترسم ازاین حیوون,FEAR
زیبا ومناسب برای هدیه دادن است.,HAPPY
"نصفش که باد هوا بود.
قیمتش هم بالاست",ANGRY
بخونین و پشیمون نشین تو بازار گیر نمیاد,ANGRY
من بعنوان هدیه خریدم و خیلی عالی بود,HAPPY
چرا همه عاشق بابام میشن منصفانه نیست واقعا?,SAD
احساس میکنم نیازه اکانت توییترمو از اینم خلوت‌تر کنم،بدم میاد از کسایی که باهام اینتراکشن ندارن -_-,ANGRY
فقط زلزله رو کم داشتیم تو این وضعیت…,ANGRY
تباها برید ازدواج کنید دختر دار بشید و عشق کنید با خندهاش?,HAPPY
دیدین بعدِ سکس سیگار چقد میچسبه؟ . . . منم ندیدم,OTHER
هيچ وقت دس از كار نكشيدم و از مسئوليت شونه خالي نكردم درحاليكه خيليهاتون الان در خواب نازيد?,OTHER
کیفیت فوق العاده ای داره و واقعا راضی کنندست,HAPPY
خیلی بدبختی کم داشتیم حالا موج جدید کرونا هم به بدبختی هامون اضافه شد :))),FEAR
بسیارعالی..فندی موندگاری بالایی داره,HAPPY
گرم است به‌ هم پشت رقیبان پی قتلم ای عشق دل افروز دل من به تو گرم است #ThanksIRGC ,SAD
 صارمی فعلا داره اسکات می‌زنه برای انتخابی تیم ملی,OTHER
آخه چه گناهی دارن اینا...?? که اینجوری باید امنیتی ها دنبالشون باشن!!!! #اعتراضات_سراسری_تلاویو ,SAD
 از اشنا شدم با ادمای جدید میترسم…,FEAR
کلا نخرید برای من وقتی وصل میکردی انگار برفک داره,ANGRY
وزیر خارجه بریتانیا در جریان سفرش به امریکای شمالی به دنبال تقویت حمایت از اوکراین است ,OTHER
یه زلزله تو مریخ اومده ۴ ساعت طول کشیده خلاصه خواستم بگم مریخم کنسل شد ?,OTHER
زنجیر 45 سانتی برای خانوم ها مناسبه .,HAPPY
چندوقته زلزله نیمده دارم نگران میشم!,SAD
 خارج از بورس رانت نداره؟ قرعه کشی خوبه؟؟ خودرو 500 تومنی رو 200 بدن خوبه؟؟,ANGRY
این سرفه از هواست یعنی؟ یا از کرونا؟ ? ترجیح میدم دی اکسید گوگرد تنفس کنم اما کرونا نباشه??‍♀️,FEAR
چقد نفهمین چقد تباهین ک ب درد بقیه میخندین,ANGRY
از من نپر‌س خونه‌م کجاست تو این همه ویرونه #محمد_حسینی #مهسا_امینی,SAD
اصلا خوشم نیومد، با دوبار پوشیدن درزاش باز شد,ANGRY
کیفیت فوق العاده پایین..اصلا پیشنهاد نمیکنم,ANGRY
باز خداروشکر یکی رو دارم هنوز که بخاطر درد جای واکسن خودمو لوس کنم براش.,HAPPY
نمیدونم چرا همش منتظرم یه جن از جلوم رد بشه و من خایه فنگ بشم?,OTHER
سقوط یک هواپیمای مسافربری با ۷۲ سرنشین در نپال #مهسا_امینی #نپال #هواپیما ,SAD
کاشکی این پسره میومد بهم میگفت بیا باهم دوست بشیم ??,SAD
 متاسفانه ویروس شیعه‌ی صفوی تا مغز و استخوان نسل‌ها رسوخ کرده,FEAR
مامان بزرگم برگشت خونه‌ی خودشون و با خودش بوی وطن (کرمانشاه) رو از خونه‌مون برد :(,SAD
تلاویو ، قدس ، حیفا در نا آرامی #اعتراضات_سراسری_تلاویو,OTHER
دوازده شب به بعد حتی آلزایمرم میخوابه تا تو هرچی که نباید رو به یاد بیاری و تا صبح بیدار بمونی,OTHER
این گروه در اهواز برای همبستگی فارس و عرب ایرانی اجرا کرده اند بسیار زیباست. #مهسا_امینی ,HAPPY
6 ماه از خریدش میگذره و از خریدم راضیم.,HAPPY
فقط یک‌ درصد تصور کنید با این حجم هماهنگی در مدیریت، زبونم لال بلایی مثل زلزله بیاد تهران,FEAR
"تازه به دستم رسید و شبیه مشخصاتش بود 
بسیار عالی",HAPPY
زود خشک میشه و ترک ترک میشه پشت پلک,ANGRY
چجوری به آدمی که قول میده و پای قولی که داده و حرفی که زده نمی‌ایسته اطمینان کنیم؟,ANGRY
عالی عالی حتما بخرید این تن ماهی رو,HAPPY
توی شگفت انگیز خریدم به نظرم در یک کلام عالیه,HAPPY
 #RezaPahlavi رهبر من پهلویه هر کی نگه اجنبیع,OTHER
اصلا بدرد نمیخوره من خریدم ولی انداخمش دور,ANGRY
روکش فرمان مناسب زیبا و باکیفیت,HAPPY
? #فوری امشب ساعت ۲۲ از شبکه منوتو مصاحبه اختصاصی با #شاهزاده_رضا_پهلوی #مهسا_امینی,OTHER
 موج انفجار به قدری زیاد بوده که مردم تو مشهد حس کردن زلزله اومده,OTHER
داره فکر میکنه چطوری گاز درست کنه... ,OTHER
